node_id,head,u,v_x,v_y,v_mag,i_x,i_y,i_mag,q,phi
6672,208.9709985984241,3782.1421422273374,110.89694084705333,79.8438568781392,136.64981877196772,0.05544847042352666,0.0798438568781392,0.09720892116202857,0.0,32333.32987621865
6673,217.7251172735756,2970.6848206777345,113.66179692865119,-77.06357809738635,137.3237020700429,0.0568308984643256,-0.07706357809738636,0.09575252523789883,5.820766091346741e-11,30622.506523644028
6674,205.41195833912514,5106.902370609369,76.87908983909358,54.510194451960636,94.2430674038042,0.03843954491954679,0.05451019445196065,0.06670052408199216,2.3283064365386963e-10,40510.34069335865
6675,206.26914081517066,11095.40974036642,5.1786224972099815,12.240130284909009,13.290557563930719,0.0025893112486049907,0.012240130284909008,0.012511008038271697,5.820766091346741e-11,48076.412548168184
6676,206.14316991702057,8401.90104357403,39.22611873193139,29.652941787560327,49.17301442283176,0.019613059365965697,0.029652941787560328,0.035552342459384254,1.7462298274040222e-10,45594.521566076044
6677,208.07017453579692,9881.730965143453,59.88497456987224,16.089299891324035,62.008674798186135,0.02994248728493612,0.01608929989132404,0.03399144180233491,-2.3283064365386963e-10,45385.55366959048
6678,206.15878389609117,8176.522284628774,42.54417279685341,31.033143619662003,52.65987696422287,0.021272086398426704,0.031033143619662005,0.03762389749428811,-2.0372681319713593e-10,45255.32532300604
6679,201.19316652406295,2608.713157448299,27.141445968716937,78.06863863225706,82.65210479574444,0.013570722984358468,0.07806863863225706,0.07923936433498274,1.4551915228366852e-11,43105.60071809932
6680,204.62132146736408,5951.213792213847,41.542950914169225,49.19548478717782,64.38953714775808,0.020771475457084614,0.049195484787177814,0.053400841904502894,2.3283064365386963e-10,44133.16900920197
6681,218.74169267686912,7684.996843952644,4.441623777061565,-41.73748080434428,41.97315005655361,0.002220811888530782,-0.04173748080434428,0.04179652269432527,1.8917489796876907e-10,47808.06750481311
6682,206.3909460139024,8462.181310876073,44.270217430013304,28.786269240786858,52.80626334161247,0.02213510871500665,0.028786269240786855,0.036312702111358154,0.0,45303.624984676295
6683,206.33342660173142,8162.825102326311,46.643411438483255,30.758403441997018,55.87206111215412,0.023321705719241626,0.03075840344199702,0.038600276423305074,-2.3283064365386963e-10,44975.572528733435
6684,206.57153199407293,8466.4217255881,47.98266266782987,28.28851942780088,55.70077421465363,0.023991331333914935,0.028288519427800873,0.03709210577185874,-6.984919309616089e-10,45068.544225140795
6685,206.5275643389649,8170.566280399041,50.487515902207825,30.17796064574815,58.81920239778853,0.025243757951103913,0.030177960645748153,0.03934407991337765,-2.3283064365386963e-10,44723.13822013044
6686,206.77291554025376,8476.720452694004,51.7282801128056,27.660837753463305,58.65949973066852,0.0258641400564028,0.027660837753463306,0.03786919178013495,0.0,44837.050875037996
6687,199.5043996560285,1421.2547133014193,0.5048144293103762,74.826144663816,74.82784750918844,0.0002524072146551881,0.074826144663816,0.07482657037879212,-2.3283064365386963e-10,48004.37719970061
6688,206.74003476795255,8182.21225672451,54.340314477623586,29.47977170700853,61.82173337447251,0.027170157238811794,0.02947977170700853,0.04009082668490508,-2.3283064365386963e-10,44476.1914494219
6689,206.8869549774542,1182.3576354323275,135.95623762874186,69.6698071544958,152.76773409037511,0.06797811881437094,0.06966980715449582,0.09733913224641653,2.9103830456733704e-11,27459.621313640062
6690,206.98961400157637,8488.031772908673,55.43754283519436,26.933004042945708,61.633658518550874,0.027718771417597182,0.026933004042945706,0.038648635107573104,0.0,44610.82062326462
6691,215.82599482522008,5778.51542813764,111.77806982023385,-52.42390625982597,123.46093649521737,0.05588903491011692,-0.05242390625982598,0.07662799860836304,5.820766091346741e-11,38094.281472046634
6692,217.41982296522895,4566.869464531667,107.48447408180397,-73.51051202961085,130.21792329590252,0.053742237040901995,-0.07351051202961083,0.09106054810408323,-1.1641532182693481e-10,36064.18202629853
6693,206.96366392409575,8191.382193144719,58.111199512934476,28.693407152634045,64.8091283914458,0.029055599756467237,0.02869340715263405,0.04083551752133,0.0,44235.29564250884
6694,216.4564848550348,8477.688914300845,57.89115575397792,-31.816072106836085,66.05791670071592,0.028945577876988964,-0.03181607210683609,0.04301289252003667,3.7834979593753815e-10,44020.09578089
6695,218.46765279289096,8100.913659763022,3.1211808849615292,-38.86337141210243,38.988503531575425,0.0015605904424807646,-0.03886337141210242,0.03889469218343529,6.984919309616089e-10,47958.88360667265
6696,207.22247523736158,8464.515378371203,59.4664933474547,26.25486121733798,65.00447345055994,0.029733246673727353,0.026254861217337982,0.039665900913787355,-1.7462298274040222e-10,44342.040467682564
6697,205.44075657651229,8585.263487779781,4.499569838639815,29.7620043263868,30.100216448668004,0.0022497849193199074,0.0297620043263868,0.029846916653266983,0.0,47930.53332177056
6698,207.34744295830814,8510.169846544708,60.94712095602324,25.622956290482943,66.11420000190675,0.03047356047801162,0.02562295629048294,0.039814240885279115,0.0,44283.55821732695
6699,206.01248403146718,10099.416917241524,2.963094246811224,19.105604739018805,19.33401303297129,0.0014815471234056118,0.019105604739018806,0.01916296204459241,7.275957614183426e-11,48096.86894315433
6700,204.7256990427185,7232.273206120539,6.602958549861981,39.553286144553155,40.10064221984601,0.0033014792749309907,0.039553286144553154,0.039690832823659664,2.3283064365386963e-10,47672.25319836663
6701,205.83377834109717,6899.265353254879,53.71486381760731,40.246256779461234,67.1196527084462,0.02685743190880365,0.04024625677946124,0.04838473760902662,0.0,43694.73415187193
6702,207.33510590105774,8212.28673764806,63.76967370799878,27.26854336366905,69.35520702875112,0.031884836853999385,0.027268543363669052,0.04195493151445318,2.3283064365386963e-10,43886.32450928986
6703,200.0679324735762,1615.2936627973447,22.727344490500382,88.51972568459344,91.39077646494502,0.011363672245250193,0.08851972568459343,0.08924614771615154,0.0,42032.98546518901
6704,213.34669453346345,8599.135271082097,90.7642903594051,-13.481676327632472,91.76007847124718,0.04538214517970254,-0.013481676327632473,0.04734231402999482,0.0,42466.52752303321
6705,206.71068113395725,6949.917413024198,69.21683993359295,37.0762461209551,78.52145539159514,0.03460841996679648,0.0370762461209551,0.05071874169397143,0.0,42568.14882245175
6706,215.5778048675198,5767.6682067545435,116.53886195304013,-51.58426767218742,127.44505881588985,0.05826943097652006,-0.05158426767218743,0.07782199726043605,8.731149137020111e-11,37873.538761674514
