# units: SI
# forces and capacities are per unit width of slope (per-element value divided by Spacing / S)
element_id,line_id,x_start,y_start,x_end,y_end,axial_force,t_allow,t_res,mobilization,failed,softened
0,1,6.3,6.3,6.455962377665797,6.3,9.093851374675877,11.4,,0.7977062609364804,False,False
1,1,6.455962377665797,6.3,6.64435707264147,6.3,11.4,11.4,,1.0,True,False
2,1,6.64435707264147,6.3,6.8719284038319355,6.3,11.4,11.4,,1.0,True,False
3,1,6.8719284038319355,6.3,7.1468231465810765,6.3,11.4,11.4,,1.0,True,False
4,1,7.1468231465810765,6.3,7.478882243637153,6.3,7.884333242594814,11.4,,0.6916081791749837,False,False
5,1,7.478882243637153,6.3,7.879992880007709,6.3,4.004935145613918,11.4,,0.35131010049244893,False,False
6,1,7.879992880007709,6.3,8.364514458686346,6.3,1.4329370185261814,11.4,,0.12569622969527908,False,False
7,1,8.364514458686346,6.3,8.949792165857687,6.3,1.4421453284123609,11.4,,0.12650397617652287,False,False
8,1,8.949792165857687,6.3,9.656778316353817,6.3,1.635833941436549,11.4,,0.14349420538917096,False,False
9,1,9.656778316353817,6.3,10.5,6.3,1.3241073621764143,11.4,,0.11614976861196617,False,False
10,2,6.3,6.9,6.458802158291719,6.9,10.087999819756787,11.4,,0.8849122648909462,False,False
11,2,6.458802158291719,6.9,6.651228419137592,6.9,11.091916217663941,11.4,,0.9729751068126264,False,False
12,2,6.651228419137592,6.9,6.8843983133597675,6.9,11.4,11.4,,1.0,True,False
13,2,6.8843983133597675,6.9,7.166938697324289,6.9,11.4,11.4,,1.0,True,False
14,2,7.166938697324289,6.9,7.509303162358181,6.9,11.4,11.4,,1.0,True,False
15,2,7.509303162358181,6.9,7.924158448584739,6.9,11.4,11.4,,1.0,True,False
16,2,7.924158448584739,6.9,8.426853686797244,6.9,11.4,11.4,,1.0,True,False
17,2,8.426853686797244,6.9,9.029780989356787,6.9,7.205231309171358,11.4,,0.6320378341378384,False,False
18,2,9.029780989356787,6.9,9.713918331952557,6.9,3.703560011561492,11.4,,0.3248736852246923,False,False
19,2,9.713918331952557,6.9,10.5,6.9,2.1659023035824188,11.4,,0.18999143013880865,False,False
20,3,6.3,7.5,6.4506799906861785,7.5,9.109526466085597,11.4,,0.799081268954877,False,False
21,3,6.4506799906861785,7.5,6.631632573657367,7.5,9.635978549647156,11.4,,0.8452612762848382,False,False
22,3,6.631632573657367,7.5,6.848939735702555,7.5,11.285744660442562,11.4,,0.9899776017932072,False,False
23,3,6.848939735702555,7.5,7.109905340874436,7.5,11.4,11.4,,1.0,True,False
24,3,7.109905340874436,7.5,7.423300722372449,7.5,11.4,11.4,,1.0,True,False
25,3,7.423300722372449,7.5,7.799659235498871,7.5,11.4,11.4,,1.0,True,False
26,3,7.799659235498871,7.5,8.2276439152787,7.5,11.4,11.4,,1.0,True,False
27,3,8.2276439152787,7.5,8.691218062375137,7.5,11.4,11.4,,1.0,True,False
28,3,8.691218062375137,7.5,9.210389300886614,7.5,11.4,11.4,,1.0,True,False
29,3,9.210389300886614,7.5,9.805909141138317,7.5,9.44163334270021,11.4,,0.8282134511140535,False,False
30,3,9.805909141138317,7.5,10.5,7.5,6.8191870647845585,11.4,,0.59817430392847,False,False
31,4,6.3,8.1,6.452699383793161,8.1,5.890784733801808,11.4,,0.5167355029650709,False,False
32,4,6.452699383793161,8.1,6.636488210223766,8.1,6.265005154786725,11.4,,0.549561855683046,False,False
33,4,6.636488210223766,8.1,6.857696272649696,8.1,7.877071427734397,11.4,,0.6909711778714384,False,False
34,4,6.857696272649696,8.1,7.123942109895065,8.1,9.760908221778118,11.4,,0.8562200194542209,False,False
35,4,7.123942109895065,8.1,7.427905330998111,8.1,11.4,11.4,,1.0,True,False
36,4,7.427905330998111,8.1,7.7351056007366585,8.1,11.4,11.4,,1.0,True,False
37,4,7.7351056007366585,8.1,8.056839273880794,8.1,11.4,11.4,,1.0,True,False
38,4,8.056839273880794,8.1,8.41114703093841,8.1,11.4,11.4,,1.0,True,False
39,4,8.41114703093841,8.1,8.8150576360532,8.1,11.4,11.4,,1.0,True,False
40,4,8.8150576360532,8.1,9.285477947985427,8.1,11.4,11.4,,1.0,True,False
41,4,9.285477947985427,8.1,9.840399044903299,8.1,10.008560925582508,11.4,,0.8779439408405708,False,False
42,4,9.840399044903299,8.1,10.5,8.1,8.607913586779786,11.4,,0.7550801391912092,False,False
43,5,6.3,8.7,6.457247112258601,8.7,2.2745090533715313,11.4,,0.1995183380150466,False,False
44,5,6.457247112258601,8.7,6.6474630441816895,8.7,2.765080642438865,11.4,,0.24255093354726884,False,False
45,5,6.6474630441816895,8.7,6.8735085207809306,8.7,3.578720431989475,11.4,,0.31392284491135747,False,False
46,5,6.8735085207809306,8.7,7.0874457833575795,8.7,4.761327195844261,11.4,,0.4176602803372159,False,False
47,5,7.0874457833575795,8.7,7.288035206370502,8.7,5.761459009491637,11.4,,0.5053911411834769,False,False
48,5,7.288035206370502,8.7,7.4878939157429345,8.7,7.007302424366958,11.4,,0.6146756512602595,False,False
49,5,7.4878939157429345,8.7,7.6911411405024115,8.7,6.758325756323286,11.4,,0.5928355926599373,False,False
50,5,7.6911411405024115,8.7,7.915216761186278,8.7,8.779036180691053,11.4,,0.7700908930430748,False,False
51,5,7.915216761186278,8.7,8.176102217506248,8.7,10.384559061856365,11.4,,0.9109262334961723,False,False
52,5,8.176102217506248,8.7,8.486338855815575,8.7,11.4,11.4,,1.0,True,False
53,5,8.486338855815575,8.7,8.858443999703738,8.7,11.4,11.4,,1.0,True,False
54,5,8.858443999703738,8.7,9.306506335212863,8.7,11.4,11.4,,1.0,True,False
55,5,9.306506335212863,8.7,9.847092436083647,8.7,11.4,11.4,,1.0,True,False
56,5,9.847092436083647,8.7,10.5,8.7,10.993925224251038,11.4,,0.964379405636056,False,False
57,6,7.5,9.3,7.655962377665874,9.3,5.823103548633075,11.4,,0.5107985568976381,False,False
58,6,7.655962377665874,9.3,7.844357072641838,9.3,8.504007986754877,11.4,,0.7459656128732348,False,False
59,6,7.844357072641838,9.3,8.071928403832866,9.3,10.857841456580385,11.4,,0.9524422330333671,False,False
60,6,8.071928403832866,9.3,8.34682314658233,9.3,11.4,11.4,,1.0,True,False
61,6,8.34682314658233,9.3,8.67888224363883,9.3,9.828916231758779,11.4,,0.8621856343648051,False,False
62,6,8.67888224363883,9.3,9.079992880008422,9.3,10.23820905669153,11.4,,0.898088513744871,False,False
63,6,9.079992880008422,9.3,9.564514458684934,9.3,11.4,11.4,,1.0,True,False
64,6,9.564514458684934,9.3,10.149792165857109,9.3,11.4,11.4,,1.0,True,False
65,6,10.149792165857109,9.3,10.856778316353468,9.3,11.4,11.4,,1.0,True,False
66,6,10.856778316353468,9.3,11.7,9.3,11.4,11.4,,1.0,True,False
67,7,7.5,9.9,7.658802158291796,9.9,4.887998285054446,11.4,,0.4287717793907409,False,False
68,7,7.658802158291796,9.9,7.851228419137978,9.9,7.095843652741909,11.4,,0.6224424256791148,False,False
69,7,7.851228419137978,9.9,8.084398313360712,9.9,8.954432578700384,11.4,,0.7854765419912617,False,False
70,7,8.084398313360712,9.9,8.36693869732556,9.9,9.97339840348496,11.4,,0.8748595090776281,False,False
71,7,8.36693869732556,9.9,8.70930316235989,9.9,10.559192820852118,11.4,,0.9262449842852735,False,False
72,7,8.70930316235989,9.9,9.124158448585288,9.9,10.454622232071086,11.4,,0.9170721256202707,False,False
73,7,9.124158448585288,9.9,9.626853686795506,9.9,10.623295804382911,11.4,,0.9318680530160448,False,False
74,7,9.626853686795506,9.9,10.229780989356215,9.9,11.4,11.4,,1.0,True,False
75,7,10.229780989356215,9.9,10.913918331952232,9.9,11.4,11.4,,1.0,True,False
76,7,10.913918331952232,9.9,11.7,9.9,11.4,11.4,,1.0,True,False
77,8,7.5,10.5,7.650679990686254,10.5,3.5873774751810896,11.4,,0.31468223466500783,False,False
78,8,7.650679990686254,10.5,7.8316325736577,10.5,4.715273722808613,11.4,,0.4136205020007555,False,False
79,8,7.8316325736577,10.5,8.048939735703463,10.5,6.265601238576969,11.4,,0.5496141437348219,False,False
80,8,8.048939735703463,10.5,8.309905340875662,10.5,8.048856416782918,11.4,,0.7060400365599051,False,False
81,8,8.309905340875662,10.5,8.62330072237406,10.5,9.33748506232612,11.4,,0.8190776370461509,False,False
82,8,8.62330072237406,10.5,8.999659235499879,10.5,10.419944672936163,11.4,,0.9140302344680844,False,False
