# units: SI
node_id,x,y,u_x,u_y,u_mag,u_x_vp,u_y_vp,u_mag_vp
1,18.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
2,18.0,0.0,0.0,3.4384482000906135e-05,3.4384482000906135e-05,0.0,-0.0009884335303203076,0.0009884335303203076
3,12.823,0.0,0.0005935267072396614,0.001173680954479917,0.0013152189685051094,-0.008776399325293453,0.0006375320431389376,0.00879952454528313
4,6.07,3.357,0.0026438216772255232,-0.000904371356008449,0.002794222720281284,-0.007754824491849974,0.0007604239015868213,0.0077920181859067
5,3.57,4.6,0.0019827652542214738,-0.00371818820723844,0.004213820309148807,-0.0032851150172914434,0.0013672944933189948,0.003558296630172112
6,0.0,4.6,0.0,-5.257035245788758e-06,5.257035245788758e-06,0.0,0.005960127065975543,0.005960127065975543
7,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
8,18.0,-2.666666666670367,0.0,5.4796756145178096e-05,5.4796756145178096e-05,0.0,0.00023393797276614824,0.00023393797276614824
9,18.0,-1.3333333333388828,0.0,7.170096937140943e-05,7.170096937140943e-05,0.0,-0.00018443948722208825,0.00018443948722208825
10,16.705750000001736,0.0,-0.00011516600079321216,5.268837977434105e-05,0.00012664625182747153,-0.0019792941642337663,-0.0009610488785984717,0.002200277331525556
11,15.41150000000659,0.0,-0.0003059724053033142,9.141905638957327e-05,0.0003193376844004721,-0.004128196575764586,-0.0009236295133482556,0.004230259855621447
12,14.11725000000312,0.0,-0.000744269982879262,9.804902161386934e-05,0.0007507006181258505,-0.0068120031728915054,-0.0008337949135704527,0.006862842063269407
13,11.6975000000028,0.5594999999986086,0.002620613345725043,1.3537967223386876e-05,0.002620648313747716,-0.01000762159536405,-0.0006152922556604004,0.01002651856607629
14,10.572000000006355,1.1189999999968414,0.0022750154302706316,-0.0005560061992575987,0.0023419731214474574,-0.01181034226991256,-0.0012573328315663192,0.011877081728346318
15,9.44650000001043,1.6784999999948154,0.002505414966445723,-0.0006037903537259091,0.0025771431751733707,-0.011956078793522971,-0.0011585951248637553,0.012012084031519583
16,8.321000000006915,2.2379999999965627,0.002858111560510565,-0.0003584676443394195,0.00288050355742922,-0.011025666497471632,-0.0005135379776367726,0.011037619442975176
17,7.195500000003468,2.7974999999982764,0.002946034326655274,-0.0002645017166011867,0.002957884279669536,-0.009531625576055936,0.00030771762181897424,0.00953659143808214
18,5.23666666666919,3.771333333332079,0.0023272584656028675,-0.0018256109038638215,0.002957868681673798,-0.006254264220050232,0.0008753456364472357,0.006315223742469285
19,4.403333333336619,4.185666666665033,0.0020113305601396746,-0.002989164250232176,0.0036028535270002117,-0.004701883419011099,0.0009051277888949957,0.004788210939401213
20,1.7850000000047264,4.6,0.00019219573274185768,-0.0003289997983683679,0.0003810250215020089,-0.0029198477272983155,0.005511200962364777,0.006236894002480688
21,0.0,3.371428571430433,0.0,-7.35359885294419e-05,7.35359885294419e-05,0.0,0.004878588305361522,0.004878588305361522
