# units: SI
node_id,x,y,u_x,u_y,u_mag,u_x_vp,u_y_vp,u_mag_vp
1,0.0,9.0,0.0,-0.384070324345346,0.384070324345346,0.0,-0.38273574166307195,0.38273574166307195
2,10.0,9.0,1.3387678535463816,-1.4394130697129246,1.9657592301575415,1.3356379317558629,-1.4376838247269859,1.9623617058602356
3,20.0,3.0,1.7931644104789082,1.4962726123765753,2.3354379318569767,1.7906070892847812,1.495983741364332,2.3332897596790976
4,0.0,3.0,0.0,3.8061155411172985e-05,3.8061155411172985e-05,0.0,0.0001676732259739231,0.0001676732259739231
5,30.0,3.0,0.0,6.654337077314135e-05,6.654337077314135e-05,0.0,-2.65022434915381e-05,2.65022434915381e-05
6,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.6666666666660882,9.0,0.22417542151962153,-0.4193753960552999,0.475531641881,0.22392448504469945,-0.41803600790127365,0.4742323047880306
9,1.333333333332104,9.0,0.43724211861563556,-0.5215998245167656,0.6806225438724537,0.4367405771132587,-0.5202460969386717,0.6792630809024911
10,1.9999999999968257,9.0,0.6347469621011292,-0.660973628590158,0.9164004820973484,0.6339955335705759,-0.6595961950423848,0.9148865924811834
11,2.6666666666615475,9.0,0.82229373531806,-0.828701270704752,1.1674385565035097,0.8212936405929594,-0.8272911135568614,1.1657331730068372
12,3.3333333333262667,9.0,0.99248465433757,-0.999460434089803,1.4085265167566223,0.9912377889916026,-0.9980090762836306,1.4066180969507915
13,3.9999999999910214,9.0,1.1430772802569338,-1.1582678288016715,1.627332182400547,1.1415864772988684,-1.1567676306781955,1.6252172274919086
14,4.666666666658562,9.0,1.2668093768765674,-1.2926637776999625,1.8099131580050838,1.2650786886731313,-1.2911083057001147,1.8075908678632868
15,5.333333333326241,9.0,1.3524206623841353,-1.3931549409685042,1.941628784703322,1.350455782297572,-1.3915394953453963,1.9391010770578896
16,5.999999999993921,9.0,1.4075820787632205,-1.452118530452921,2.0223589035925693,1.4053908027441315,-1.4504408685344383,2.0196291792189798
17,6.6666666666616,9.0,1.4075893370714698,-1.519178443727427,2.071041014978551,1.405182240852919,-1.5174397786480112,2.06812973766922
18,7.333333333329282,9.0,1.379176012472807,-1.5630932637534207,2.0845591919088586,1.376567215750776,-1.561299689507535,2.0814884145572776
19,7.999999999996961,9.0,1.3449725387981568,-1.5587587977101818,2.0588055079487355,1.3421808568822946,-1.556923438601773,2.0555923832921885
20,8.66666666666464,9.0,1.3389594746700264,-1.522575232086973,2.027571900617419,1.3360104112349087,-1.5207214457292657,2.0242325791343685
21,9.333333333332321,9.0,1.338766285458799,-1.4810492741582555,1.9964473746046616,1.3356957901492936,-1.479217025777668,1.9930294160330588
22,10.588235294117649,8.647058823529411,1.361009589537275,-1.4019737248379505,1.9539389519502441,1.3576944563846607,-1.4004511312790247,1.9505377740506178
23,11.176470588235297,8.294117647058822,1.3809654383322578,-1.34595116103806,1.9283801673342076,1.3774034035847125,-1.3446644751765355,1.9249318655496714
24,11.764705882352944,7.941176470588234,1.4238200998662227,-1.2027862697470912,1.8638558118790152,1.419995134877487,-1.2017378732886688,1.8602580732715839
25,12.352941176470592,7.588235294117645,1.4746163475853389,-1.0440287188073296,1.8067897880662263,1.470534098122818,-1.0432094972942603,1.8029854655506332
26,12.941176470588239,7.235294117647056,1.5471807721319404,-0.8411532083268651,1.7610528275816617,1.5428621218958434,-0.8405465886432416,1.7569695771016454
27,13.529411764705886,6.882352941176469,1.6315714229313614,-0.6304457770382792,1.7491389841609692,1.6270489397380261,-0.6300302291619039,1.7447711431475579
28,14.117647058823533,6.529411764705881,1.7072372590449345,-0.45586554450445893,1.7670519101989075,1.702554024005144,-0.4556170451482818,1.7624633603243387
29,14.705882352941178,6.1764705882352935,1.7703055927837081,-0.3161417482281966,1.7983124024523816,1.765511357281462,-0.316034521584839,1.7935741332666426
30,15.294117647058822,5.823529411764706,1.825493505105539,-0.17717503065743573,1.8340712986879681,1.8206453594116065,-0.17718387553232698,1.829246744016693
31,15.88235294117647,5.470588235294118,1.8748628529555742,-0.037640780402232454,1.8752406634194994,1.8700229001695932,-0.03774180534555305,1.8704037240738796
32,16.470588235294116,5.11764705882353,1.9212200802062984,0.1010481338585175,1.923875599394146,1.9164542719631095,0.10087661186040486,1.919107362120756
33,17.05882352941176,4.764705882352942,1.96455285816121,0.23755936737462408,1.9788639128390841,1.9599301258284856,0.23733625474366066,1.974247855753125
34,17.64705882352941,4.411764705882355,2.0153109289403552,0.38659310424670257,2.05205564460556,2.0109025851128806,0.3863344846188037,2.0476775968934517
35,18.235294117647058,4.058823529411766,2.08002348360183,0.6143287485397413,2.1688470447722903,2.0759048197127905,0.6140476808259734,2.1648176308489706
36,18.823529411764703,3.7058823529411784,2.1398615604872715,0.946229043656968,2.3397343655019904,2.1361138091794274,0.9459379912459196,2.3361893949441277
37,19.411764705882348,3.3529411764705914,2.15761147641071,1.2882015391094632,2.5129167293213666,2.1543366347373745,1.2879177193506561,2.509959837843815
38,19.310344827586206,3.0,2.096996248417688,1.1721949974994055,2.4023809810353747,2.0939883693664187,1.1719852700361977,2.3996534675289376
39,18.620689655172413,3.0,2.256030514193352,0.7858736792910775,2.3889895606247458,2.252748205611028,0.7857036821904387,2.3858341841149233
40,17.93103448275862,3.0,2.306738836392474,0.46469510480626774,2.353080024085924,2.3032481170497547,0.46456083825664946,2.3496316011526064
41,17.241379310344826,3.0,2.309043034286387,0.28164716093770253,2.3261566708738157,2.3053943664102103,0.2815474492314542,2.322522798778232
42,16.55172413793103,3.0,2.3084285442528625,0.12928140736923405,2.312045852965023,2.3046658324623603,0.1292171315817418,2.308285438678163
43,15.862068965517235,3.0,2.3083047906178416,-0.02161325250822373,2.30840597362623,2.304468485634516,-0.021640192878418733,2.304570089893222
44,15.172413793103438,3.0,2.3074651002375415,-0.172466139167392,2.313901414921032,2.3035948319671284,-0.1724535388600047,2.3100409894482397
45,14.482758620689644,3.0,2.30327975646216,-0.3222776259822555,2.3257172022275503,2.2994153950308136,-0.32222372717333697,2.321882703595983
46,13.79310344827585,3.0,2.2828011621577065,-0.4625038419886888,2.3291824638277854,2.2789833270975257,-0.46240800615577415,2.3254217186019113
47,13.103448275862057,3.0,2.228511525205872,-0.5776257073036656,2.302154442193977,2.224781605116255,-0.5774889257124856,2.298509658405685
48,12.413793103448265,3.0,2.138034036543354,-0.673244489174252,2.241527979665069,2.1344340047956956,-0.6730696502794322,2.2380418394112893
49,11.724137931034473,3.0,2.0112642741303346,-0.7664492188991276,2.1523541496566274,2.0078359803004893,-0.7662409879598711,2.1490766797438723
50,11.03448275862068,3.0,1.8332352728343462,-0.835712830148522,2.0147375759733257,1.8300197830114655,-0.8354772407171698,2.0117143499934844
51,10.344827586206888,3.0,1.6262461802125552,-0.8565011988186066,1.838007329211077,1.6232827230898736,-0.8562449938154233,1.835266271829799
52,9.655172413793094,3.0,1.3918735023138138,-0.8432002419100307,1.6273593624029257,1.389192811491083,-0.8429304194748881,1.6249271859300682
