# units: SI
node_id,x,y,u_x,u_y,u_mag,u_x_vp,u_y_vp,u_mag_vp
1,6.3,6.0,-0.01485417620117555,-0.0005216065950749932,0.01486333152612818,-0.0031130205131721135,-0.000594380765866007,0.0031692562550639275
2,24.0,6.0,0.0,-0.001095462182760033,0.001095462182760033,0.0,8.8389570185172e-05,8.8389570185172e-05
3,24.0,15.0,0.0,-0.0093648449300143,0.0093648449300143,0.0,-0.0034127223504600906,0.0034127223504600906
4,8.7,15.0,-1.6593386653375914,-1.09054766287496,1.9856230788562004,-1.6509518542624737,-1.0865466711188903,1.976417388511911
5,8.7,14.7,-1.56776127425427,-1.0863363211776755,1.9073547168162555,-1.5590275618354126,-1.0823420571803795,1.8979018065495188
6,8.7,14.1,-1.4535845585196119,-1.0081891092235538,1.7689978373993671,-1.4441411691310129,-1.0042529665903932,1.7589962300370898
7,8.7,13.5,-1.4321240030912297,-0.9070199124613224,1.6951885682222474,-1.421929656824124,-0.903188150431744,1.6845274660973284
8,8.7,12.9,-1.4118089481659672,-0.8009032580361709,1.6231606620585801,-1.400849743206709,-0.7972106669582815,1.611807944686454
9,8.7,12.3,-1.3910509590371352,-0.7615917835916548,1.5858892822238415,-1.379297971891385,-0.7580585120091784,1.5738855113677288
10,8.7,12.0,-1.4139092436891016,-0.749909154947747,1.6004696467174664,-1.4017540943690885,-0.7464722998424042,1.5881232431749468
11,8.4,12.0,-1.4443509498368432,-0.7545279902016612,1.6295588833461494,-1.4319820061581094,-0.751463564030481,1.61717962948647
12,7.5,12.0,-1.5103523184673324,-0.8846967436165047,1.7503863727946736,-1.4978837277321158,-0.882686570171891,1.7386176241389237
13,7.5,11.7,-1.456565381379759,-0.8822235904235126,1.7029096199545402,-1.443729122119445,-0.8802213323732363,1.6909001661898015
14,7.5,11.1,-1.3889926883097787,-0.8167864598525011,1.6113475134732445,-1.3753886152052062,-0.8148200520357246,1.5986324030356684
15,7.5,10.5,-1.3664675123268077,-0.7548707728067287,1.5611096521008516,-1.352159634905177,-0.752978190836316,1.5476794998131989
16,7.5,9.9,-1.3623901513959251,-0.7073492341900438,1.5350732437671673,-1.3475190639246086,-0.7055769637517838,1.5210675459746814
17,7.5,9.3,-1.3792261300640574,-0.6457203333139041,1.5228983770122337,-1.3639645280124106,-0.644132069247471,1.5084115341342186
18,7.5,9.0,-1.4850381256079888,-0.6120513849384845,1.6062207607655947,-1.4696488465562672,-0.6105773202445726,1.591437210882418
19,7.2,9.0,-1.6013628824517643,-0.4991072638888767,1.6773404967867627,-1.5857613838994036,-0.49783540155143974,1.6620707727724577
20,6.3,9.0,-1.9078603932472438,-0.8437166404058836,2.0860942091428467,-1.8921186629653208,-0.8426686723283646,2.0712806487932345
21,6.3,8.7,-1.7656187649038748,-0.8352941457373301,1.9532347357355029,-1.749845875854535,-0.8342621459512509,1.938544277908635
22,6.3,8.1,-1.5286890873487278,-0.7289133307853434,1.6935775652669913,-1.5128782878861953,-0.7279174934655187,1.6788879031223582
23,6.3,7.5,-1.269055411987946,-0.5261947232573664,1.3738204123828528,-1.2534895249254872,-0.5253262855986037,1.3591187201413824
24,6.3,6.9,-1.0044593844718017,-0.35510607299355773,1.0653820808190724,-0.9895915292983463,-0.35450159814032867,1.0511720972053467
25,6.3,6.3,-0.2222026476413446,-0.038851485608041046,0.2255736122705299,-0.20917097569582518,-0.03887451759328972,0.21275273251277993
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,6.0,6.0,-0.015622525737338131,-0.00030548786629768345,0.015625512255610933,-0.004275947086155262,-0.0004563734246558619,0.004300232573516437
29,0.0,6.0,0.0,0.004475688558943584,0.004475688558943584,0.0,0.0007167162698534925,0.0007167162698534925
30,6.0,9.0,-1.904711384529972,-0.9308491307307931,2.120001311919489,-1.8889808862844177,-0.92983712195112,2.105432464389729
31,7.2,12.0,-1.5063803179326778,-0.9047421523805661,1.757196637985964,-1.4939175819261745,-0.9031054429806886,1.7456772848179856
32,8.4,15.0,-1.6462796978015217,-1.1260599523424792,1.994554551688927,-1.637893845441274,-1.1224172497200113,1.9855771784051703
33,6.05,6.3,-0.5742915722279955,-0.1823792698480178,0.6025553982850035,-0.5610923177869702,-0.18197815919267785,0.5898649332709226
34,12.3,6.3,-0.01146936364085191,-0.0012706252280572003,0.011539531654112794,-0.0022697794050966086,0.0002287711013449201,0.0022812791947964812
35,6.05,6.9,-1.1773019686348747,-0.5105831117718749,1.2832517443503446,-1.1622683278468566,-0.5096237915183411,1.269087890887569
36,12.3,6.9,-0.014082712619344143,-0.002261021279751976,0.014263064605705396,-0.004399079533324407,-0.0003926078179921611,0.004416564461123856
37,6.05,7.5,-1.4705909324524504,-0.6752003310180027,1.618188239241093,-1.4549352040756232,-0.6741780390854321,1.6035437245188089
38,12.3,7.5,-0.025697730335159517,-0.007768514675288324,0.026846287725470493,-0.015641626907286925,-0.005503995755383785,0.016581750859967867
39,6.05,8.1,-1.6154732008017425,-0.8349763423396199,1.8184991489619886,-1.5996247217035129,-0.8339501533813037,1.8039601183534355
40,12.3,8.1,-0.17265619014075087,-0.05708363359883916,0.18184801681284743,-0.16233902137470968,-0.05439854356646777,0.17121086239795458
41,6.05,8.7,-1.82685411154479,-0.9288613157850485,2.049433894720695,-1.8110590260641481,-0.9278412640237552,2.0349015227065954
42,12.3,8.7,-0.7062434132836677,-0.321662355385531,0.7760453786208208,-0.695786781950707,-0.3185467647895656,0.7652393660125043
43,7.25,9.3,-1.4531784239922398,-0.6262747399480104,1.5823866726731233,-1.437768238611583,-0.6248523849845572,1.5676791798646634
44,13.5,9.3,-0.681821307395428,-0.2180468967161918,0.7158384904334024,-0.6725754005445324,-0.21442182927660777,0.7059280347797251
45,7.25,9.9,-1.4006556979766427,-0.7044395527807165,1.5678237999840199,-1.385677005659147,-0.7028728921920274,1.553747426897591
46,13.5,9.9,-0.9376157514888078,-0.3345051187206333,0.995498353534664,-0.9283802595976101,-0.3304657894907851,0.9854428164202598
47,7.25,10.5,-1.4280329086522483,-0.7857348162905025,1.6299255166187412,-1.413648817311257,-0.784104341932953,1.616546503421298
48,13.5,10.5,-1.1478762584073468,-0.4475826169660516,1.232051177356456,-1.1387403075622429,-0.44314397902490893,1.2219271967727785
49,7.25,11.1,-1.4370715729249344,-0.8485117936235957,1.6688759599285012,-1.4234255292632065,-0.8468450988657945,1.656287070175716
50,13.5,11.1,-1.3169119787907921,-0.5727627290929278,1.4360760090331772,-1.3079364694214988,-0.5679432218219956,1.4259233188556542
51,7.25,11.7,-1.4931950133077434,-0.9089956373090334,1.7481145318353621,-1.4803385338786454,-0.907301174310711,1.7362596567885729
52,13.5,11.7,-1.3551923737978164,-0.6320252773450674,1.4953268275540534,-1.3464319101060895,-0.6268503668133182,1.4852004143973043
53,8.45,12.3,-1.4248921836145922,-0.7747287741603264,1.6218885314465734,-1.412993968507008,-0.7715102045147634,1.6099006027415468
54,14.7,12.3,-1.377089860606354,-0.9229958971748422,1.6577991164150194,-1.3694708029832423,-0.917529118345794,1.6484265113240495
55,8.45,12.9,-1.4639543720039143,-0.8570081821427965,1.6963565154675109,-1.4528805919041563,-0.8536242110224,1.6850923737218049
56,14.7,12.9,-1.399577520067147,-0.9651602209430726,1.7001033753181558,-1.3921148622511452,-0.9593935180308771,1.690686166069915
57,8.45,13.5,-1.5514053370885423,-0.9350459183839082,1.8113998425066786,-1.5411214617877433,-0.931524094473265,1.8007755269791477
58,14.7,13.5,-1.4119630616057963,-1.0196330780168845,1.7416346635059259,-1.4046543498532076,-1.0135977825209284,1.7321761767478736
59,8.45,14.1,-1.5384508011353681,-1.0245133201274326,1.8483664167671385,-1.5289528659988567,-1.0208826717597685,1.8384499710205555
60,14.7,14.1,-1.4108349130662643,-1.065370823463174,1.7678999246035663,-1.4036497426681371,-1.059090718878725,1.7583815714762772
61,8.45,14.7,-1.6308013353489157,-1.1224900581718706,1.9797719378934777,-1.6220485322830966,-1.1187939253625467,1.9704672766909588
62,14.7,14.7,-1.306734479001769,-1.1576557952183533,1.7457725908074804,-1.2996329497984909,-1.151152453438318,1.7361445145087966
63,7.283333333331444,6.0,-0.014883134537255779,-0.001234157496616819,0.014934217032724257,-0.0024496937288266338,-0.0012101763226298322,0.0027323114933891415
