# units: SI
joint_id,line_id,side,pair,node_a,node_b,x,y,weight,tn,ts,tlim,slip,open,slipping
0,1,1,0,3551,3552,-50.0,0.9,0.3326884027772863,67.37042651696393,0.0,49.505070470018715,0.0,False,False
0,1,1,1,3555,3556,-48.00386958333628,0.9,0.3326884027772863,67.43572841108347,-0.0007533585199171345,49.553055543549455,0.0,False,False
0,1,1,2,3553,3554,-49.00193479166814,0.9,1.3307536111091451,67.41490247037406,-0.007319414065422292,49.53775224630575,0.0,False,False
1,1,0,0,3552,9,-50.0,0.9,0.3326884027772863,67.37042651696392,0.0,49.50507047001871,0.0,False,False
1,1,0,1,3556,356,-48.00386958333628,0.9,0.3326884027772863,67.43572841108347,0.20762919258046164,49.553055543549455,0.0,False,False
1,1,0,2,3554,1276,-49.00193479166814,0.9,1.3307536111091451,67.41490247037406,0.10555202162688374,49.53775224630575,0.0,False,False
2,1,1,0,3555,3556,-48.00386958333628,0.9,0.3326884027769002,67.43572841108347,-0.0007533585199171345,49.553055543549455,0.0,False,False
2,1,1,1,3559,3560,-46.00773916667488,0.9,0.3326884027769002,67.4520650583872,-0.08885191474046288,49.56506002263363,0.0,False,False
2,1,1,2,3557,3558,-47.00580437500558,0.9,1.3307536111076008,67.42986311754008,-0.026839772700720105,49.54874561432376,0.0,False,False
3,1,0,0,3556,356,-48.00386958333628,0.9,0.3326884027769002,67.43572841108347,0.20762919258046164,49.553055543549455,0.0,False,False
3,1,0,1,3560,357,-46.00773916667488,0.9,0.3326884027769002,67.4520650583872,0.37205241080692525,49.56506002263363,0.0,False,False
3,1,0,2,3558,1254,-47.00580437500558,0.9,1.3307536111076008,67.42986311754008,0.2972353899440862,49.54874561432376,0.0,False,False
4,1,1,0,3559,3560,-46.00773916667488,0.9,0.3326884027776723,67.4520650583872,-0.08885191474046288,49.56506002263363,0.0,False,False
4,1,1,1,3563,3564,-44.01160875000885,0.9,0.3326884027776723,67.56887579090966,-0.37612329944449385,49.65089477007615,0.0,False,False
4,1,1,2,3561,3562,-45.009673958341864,0.9,1.3307536111106892,67.49429566933756,-0.19899897484411855,49.59609187858548,0.0,False,False
5,1,0,0,3560,357,-46.00773916667488,0.9,0.3326884027776723,67.4520650583872,0.37205241080692525,49.56506002263363,0.0,False,False
5,1,0,1,3564,358,-44.01160875000885,0.9,0.3326884027776723,67.56887579090966,0.45200337416082287,49.65089477007615,0.0,False,False
