# units: SI
node_id,head,u,v_x,v_y,v_mag,i_x,i_y,i_mag,q,phi
1,6.0,171.7731,-0.601811167953504,-0.14270633028954427,0.6184996188990491,-0.1436303503468983,-0.0340587900452373,0.1476132742002504,-0.0363109345464796,1.290569819559571
2,62.0,211.01309999999998,-3.747174824689962,-0.8761744702980834,3.848246466793983,-0.8943138006419956,-0.20911085209978122,0.9184359109293515,1.807355619375869,2.0528285005433236
3,62.0,-86.13180000000001,-0.00012272757166143728,-3.0067819340373023e-05,0.00012635715494501503,-0.09754775450061537,-0.023898853531257203,0.10043266205881836,7.671793928028248e-06,46.0346536993712
4,44.4566865343665,-47.611005097864684,-0.0025909359436071984,-0.0019162797334935568,0.0032225885683521346,-0.33718979333869664,-0.24548058671959083,0.41708233622150376,-5.551115123125783e-17,46.034773955445004
5,39.70039731059421,-8.825102383070792,-0.8460909829110034,-0.489188945683604,0.9773309449425736,-0.4286774463279984,-0.24028552294499655,0.4914280064538899,-2.1316282072803006e-14,46.04114872922467
6,35.05521363881972,-54.39435420317854,-0.002106957842351091,-0.0006058526526759998,0.0021923340954789054,-0.397862284297907,-0.11623689691697507,0.4144941657872111,6.938893903907228e-18,46.037492304671844
7,6.0,-129.0015,-0.0024799389358715956,-0.0003322482884264913,0.00250209633124192,-3.647531278899358,-0.4290600800137162,3.672679809459377,-0.0014399242229794509,46.03670214466777
8,6.181379167624725,167.17592963441362,-0.7753344513305157,-0.24229709637533822,0.8123123748484395,-0.1850440217972591,-0.057827469301990016,0.1938693018731359,5.329070518200751e-15,1.3553544804852518
9,6.499236180468048,163.91760693042167,-1.0161441002241158,-0.42838439002866996,1.1027520201933496,-0.24251649170026632,-0.10223971122402624,0.2631866396642839,1.7763568394002505e-15,1.3589344304693234
10,6.900715718572668,161.4796211992433,-1.2013696571831758,-0.551384352269518,1.321859961239502,-0.28672306854013735,-0.13159531080418088,0.31547970435310296,-1.7632020704522456e-14,1.3600997131974877
11,7.367703448046343,159.68427082539617,-1.3525131536502084,-0.648607451196378,1.499994485504628,-0.32279550206448887,-0.15479891436667728,0.3579939106216296,-1.0658141036401503e-14,1.3606267733888155
12,7.888792423823125,158.41965367778258,-1.4795770884692792,-0.7282471113431951,1.649088298394885,-0.3531210235010212,-0.17380599316066705,0.39357715952145217,-1.5141420105304076e-14,1.3608333725379997
13,8.455367879418082,157.60125889718375,-1.587610245977794,-0.7938832659688004,1.7750371638698048,-0.3789045933121227,-0.18947094653193328,0.42363655462286515,0.0,1.3609945682634237
14,9.060211400218842,157.15827383625313,-1.6806464653602344,-0.849726121860093,1.8832437504739643,-0.4011089416134211,-0.20279859710264744,0.4494615156262444,2.5216039277851707e-15,1.3611058023444091
15,9.696913646411318,157.02782287141525,-1.7531193407183927,-0.8998496794957326,1.9705727260087267,-0.4184055705771821,-0.21476126002284787,0.47030375322403983,1.0658141036401503e-14,1.361865371794183
16,10.359797823085147,157.15421664459888,-1.8108340413798103,-0.9377191173529486,2.0392246243288477,-0.4321799621431528,-0.22379931201741013,0.48668845449375836,1.1754144606481638e-14,1.3620494787205153
