# units: SI
# forces and capacities are per unit width of slope (per-element value divided by Spacing / S)
element_id,line_id,x_start,y_start,x_end,y_end,axial_force,t_allow,t_res,mobilization,failed,softened
0,1,0.0,0.0,-1.149068246865177,-0.9641795289452197,0.0,0.0,,0.0,False,False
1,2,-2.4362529458,2.9034119244,-2.5286959136738325,1.8467889314489578,0.0,0.0,,0.0,False,False
2,2,-2.5286959136738325,1.8467889314489578,-2.6211388815481342,0.7901659384925495,0.0,0.0,,0.0,False,False
3,3,-60.0,-28.838971,-59.512890500001255,-29.419485499998505,0.0,0.0,,0.0,False,False
4,3,-59.512890500001255,-29.419485499998505,-59.025781,-30.0,-0.0,0.0,,0.0,False,False
5,4,-60.0,-26.505386,-59.26691750000241,-27.379039499997134,0.0,0.0,,0.0,False,False
6,4,-59.26691750000241,-27.379039499997134,-58.533835000006064,-28.252692999992775,0.0,0.0,,0.0,False,False
7,4,-58.533835000006064,-28.252692999992775,-57.800752500005956,-29.126346499992906,0.0,0.0,,0.0,False,False
8,4,-57.800752500005956,-29.126346499992906,-57.06767,-30.0,-0.0,0.0,,0.0,False,False
9,5,-60.0,-24.1718,-59.18492649999786,-25.143166666669224,0.0,0.0,,0.0,False,False
10,5,-59.18492649999786,-25.143166666669224,-58.36985300000488,-26.114533333327522,0.0,0.0,,0.0,False,False
11,5,-58.36985300000488,-26.114533333327522,-57.55477950000605,-27.08589999999279,0.0,0.0,,0.0,False,False
12,5,-57.55477950000605,-27.08589999999279,-56.73970600000036,-28.05726666666623,0.0,0.0,,0.0,False,False
13,5,-56.73970600000036,-28.05726666666623,-55.924632500003504,-29.02863333332915,0.0,0.0,,0.0,False,False
14,5,-55.924632500003504,-29.02863333332915,-55.109559,-30.0,-0.0,0.0,,0.0,False,False
15,6,-60.0,-21.838214,-59.14393100000186,-22.858437249997785,0.0,0.0,,0.0,False,False
16,6,-59.14393100000186,-22.858437249997785,-58.287862000003486,-23.87866049999585,0.0,0.0,,0.0,False,False
17,6,-58.287862000003486,-23.87866049999585,-57.431793000007744,-24.89888374999077,-0.0,0.0,,0.0,False,False
18,6,-57.431793000007744,-24.89888374999077,-56.5757240000088,-25.919106999989516,-0.0,0.0,,0.0,False,False
19,6,-56.5757240000088,-25.919106999989516,-55.71965500000448,-26.93933024999466,0.0,0.0,,0.0,False,False
