# units: SI
# forces and capacities are per unit width of slope (per-element value divided by Spacing / S)
element_id,line_id,x_start,y_start,x_end,y_end,axial_force,t_allow,t_res,mobilization,failed,softened
0,1,6.1602540378,9.3301270189,7.660254037789175,6.73205080759375,0.0,0.0,,0.0,False,False
1,1,7.660254037789175,6.73205080759375,8.1602540378,5.8660254038,0.0,0.0,,0.0,False,False
2,2,8.1602540378,5.8660254038,3.830127018908704,3.3660254038050255,0.0,0.0,,0.0,False,False
3,2,3.830127018908704,3.3660254038050255,-0.5,0.8660254038,0.0,0.0,,0.0,False,False
4,3,12.3205080757,18.6602540378,14.070508075690302,15.629165124604299,0.0,0.0,,0.0,False,False
5,3,14.070508075690302,15.629165124604299,15.820508075689174,12.598076211393751,0.0,0.0,,0.0,False,False
6,3,15.820508075689174,12.598076211393751,16.3205080757,11.7320508076,0.0,0.0,,0.0,False,False
7,4,16.3205080757,11.7320508076,11.99038105675444,9.232050807602564,0.0,0.0,,0.0,False,False
8,4,11.99038105675444,9.232050807602564,7.660254037789175,6.73205080759375,0.0,0.0,,0.0,False,False
9,5,18.4807621135,27.9903810568,20.314095446839644,24.814954576250173,0.0,0.0,,0.0,False,False
10,5,20.314095446839644,24.814954576250173,22.147428780186694,21.63952809568753,0.0,0.0,,0.0,False,False
11,5,22.147428780186694,21.63952809568753,23.98076211353608,18.464101615120832,0.0,0.0,,0.0,False,False
12,5,23.98076211353608,18.464101615120832,24.4807621135,17.5980762114,0.0,0.0,,0.0,False,False
13,6,24.4807621135,17.5980762114,20.150635094605658,15.098076211403267,0.0,0.0,,0.0,False,False
14,6,20.150635094605658,15.098076211403267,15.820508075689174,12.598076211393751,-0.0,0.0,,0.0,False,False
15,7,24.6410161514,37.3205080757,27.14101615139407,32.99038105677277,0.0,0.0,,0.0,False,False
16,7,27.14101615139407,32.99038105677277,29.641016151391668,28.66025403783943,0.0,0.0,,0.0,False,False
17,7,29.641016151391668,28.66025403783943,32.14101615139459,24.330127018896874,0.0,0.0,,0.0,False,False
18,7,32.14101615139459,24.330127018896874,32.6410161514,23.4641016151,0.0,0.0,,0.0,False,False
19,8,32.6410161514,23.4641016151,28.310889132477815,20.964101615116057,0.0,0.0,,0.0,False,False
20,8,28.310889132477815,20.964101615116057,23.98076211353608,18.464101615120832,-0.0,0.0,,0.0,False,False
21,9,30.8012701892,46.6506350946,33.176270189193886,42.53701442663184,0.0,0.0,,0.0,False,False
22,9,33.176270189193886,42.53701442663184,35.551270189184685,38.42339375866902,0.0,0.0,,0.0,False,False
23,9,35.551270189184685,38.42339375866902,37.92627018918818,34.30977309068422,0.0,0.0,,0.0,False,False
