# units: SI
joint_id,line_id,side,pair,node_a,node_b,x,y,weight,tn,ts,tlim,slip,open,slipping
0,1,2,0,5899,0,6.1602540378,9.3301270189,0.4999999999923046,708.5689505086664,467.65384915250866,475.6290876835458,0.00010531117250883122,False,False
0,1,2,1,5902,39,7.660254037789175,6.73205080759375,0.4999999999923046,0.0,0.0,0.0,0.0,True,False
0,1,2,2,5900,4986,6.910254037794587,8.031088913246876,1.9999999999692184,55.68341017655478,30.318493814779313,37.37766037076654,0.00015267430198294532,False,False
1,1,2,0,5901,39,7.660254037789175,6.73205080759375,0.16666666666891272,0.0,0.0,0.0,0.0,True,False
1,1,2,1,5904,40,8.1602540378,5.8660254038,0.16666666666891272,0.0,0.0,0.0,0.0,True,False
1,1,2,2,5903,1720,7.910254037794587,6.299038105696875,0.6666666666756509,0.0,0.0,0.0,0.0,True,False
2,2,2,0,5904,40,8.1602540378,5.8660254038,0.8333333333284548,0.0,0.0,0.0,0.0,True,False
2,2,2,1,5906,200,3.830127018908704,3.3660254038050255,0.8333333333284548,111.12808284002851,-74.59506745148833,74.59506745148833,-0.2110245868315848,False,True
2,2,2,2,5905,5882,5.995190528354351,4.616025403802513,3.3333333333138193,75.69729233020128,-50.81204033182928,50.81204033182928,-0.2108470907377915,False,True
3,2,2,0,5906,200,3.830127018908704,3.3660254038050255,0.833333333331805,111.12808284002851,-74.59506745148833,74.59506745148833,-0.2110245868315848,False,True
3,2,2,1,5908,37,-0.5,0.8660254038,0.833333333331805,0.0,0.0,0.0,0.0,True,False
3,2,2,2,5907,1570,1.665063509454352,2.116025403802513,3.33333333332722,216.88546105180785,-145.58503290024544,145.58503290024544,-0.21116652892068838,False,True
4,3,2,0,5909,2,12.3205080757,18.6602540378,0.5833333333253325,1928.006488721701,1294.1802820744904,1294.1802863650082,0.0011434554267638192,False,False
4,3,2,1,5911,201,14.070508075690302,15.629165124604299,0.5833333333253325,0.0,0.0,0.0,0.0,True,False
4,3,2,2,5910,5187,13.195508075695152,17.14470958120215,2.33333333330133,0.0,0.0,0.0,0.0,True,False
5,3,2,0,5911,201,14.070508075690302,15.629165124604299,0.5833333333281894,0.0,0.0,0.0,0.0,True,False
5,3,2,1,5914,41,15.820508075689174,12.598076211393751,0.5833333333281894,0.0,0.0,0.0,0.0,True,False
5,3,2,2,5912,2197,14.945508075689737,14.113620667999026,2.3333333333127575,0.0,0.0,0.0,0.0,True,False
