# units: SI
# forces and capacities are per unit width of slope (per-element value divided by Spacing / S)
element_id,line_id,x_start,y_start,x_end,y_end,axial_force,t_allow,t_res,mobilization,failed,softened
0,1,39.0149,35.0248,41.41340999999561,36.322319999997625,-0.0,0.0,,0.0,False,False
1,1,41.41340999999561,36.322319999997625,43.81191999999015,37.619839999994674,-0.0,0.0,,0.0,False,False
2,1,43.81191999999015,37.619839999994674,46.210429999980214,38.9173599999893,0.0,0.0,,0.0,False,False
3,1,46.210429999980214,38.9173599999893,48.60893999997476,40.214879999986344,0.0,0.0,,0.0,False,False
4,1,48.60893999997476,40.214879999986344,51.00744999996492,41.51239999998102,0.0,0.0,,0.0,False,False
5,1,51.00744999996492,41.51239999998102,53.40595999996918,42.80991999998332,0.0,0.0,,0.0,False,False
6,1,53.40595999996918,42.80991999998332,55.80446999997442,44.10743999998616,0.0,0.0,,0.0,False,False
7,1,55.80446999997442,44.10743999998616,58.20297999998371,45.404959999991185,0.0,0.0,,0.0,False,False
8,1,58.20297999998371,45.404959999991185,60.601489999991315,46.702479999995305,-0.0,0.0,,0.0,False,False
9,1,60.601489999991315,46.702479999995305,63.0,48.0,-0.0,0.0,,0.0,False,False
10,2,62.0,49.0,63.55555555553733,51.333333333306,0.0,0.0,,0.0,False,False
11,2,63.55555555553733,51.333333333306,65.11111111107468,53.66666666661201,0.0,0.0,,0.0,False,False
12,2,65.11111111107468,53.66666666661201,66.666666666612,55.999999999918,0.0,0.0,,0.0,False,False
13,2,66.666666666612,55.999999999918,68.22222222214933,58.333333333224,0.0,0.0,,0.0,False,False
14,2,68.22222222214933,58.333333333224,69.77777777770488,60.66666666655733,0.0,0.0,,0.0,False,False
15,2,69.77777777770488,60.66666666655733,71.33333333327867,62.999999999918,0.0,0.0,,0.0,False,False
16,2,71.33333333327867,62.999999999918,72.88888888885245,65.33333333327867,0.0,0.0,,0.0,False,False
17,2,72.88888888885245,65.33333333327867,74.44444444442622,67.66666666663934,0.0,0.0,,0.0,False,False
18,2,74.44444444442622,67.66666666663934,76.0,70.0,0.0,0.0,,0.0,False,False
