node_id,head,u,v_x,v_y,v_mag,q,phi
1,13.0,187.2,0.00039104805850787017,-0.3416143071438227,0.3416145309613426,0.087598245260466,71.03195372028885
2,13.0,187.2,7.675469266939591,-9.974350436750177,12.585725847277645,9.375060458074387,40.20350708917982
3,11.379192159221926,86.06159073544818,0.5052455146017418,-0.5018814665693485,0.7121502906767496,-5.684341886080802e-14,30.828446631106914
4,10.909597434821858,243.95887993288395,8.936937227246071,1.5471751804754454,9.069873099598247,-1.1368683772161603e-13,30.828446631106857
5,10.0,0.0,0.09897199718224114,6.412773215950606,6.413536916198404,-1.7328093073045352,30.828446631107056
6,10.0,0.0,0.0005832800665212202,0.50027934172005,0.5002796817456037,-0.1310044699989703,70.90094925028757
7,10.106023953455894,630.6158946956477,0.019249728322786444,0.019549677421107442,0.027436142727621987,-1.4210854715202004e-14,71.0319537202864
8,12.927597132228058,806.6820610510308,0.013049611031995612,-0.013498010413181043,0.01877468064177725,-2.842170943040401e-14,71.03195372028777
9,13.0,187.2,0.0007336616607604875,-0.3429937725398091,0.3429945571878988,0.17564427676558125,70.94435547502839
10,13.0,187.2,0.0012537948697621815,-0.3461678846672078,0.34617015523661876,0.17761027268846874,70.7687111982628
11,13.0,187.2,0.0017669915001344112,-0.3519410603302704,0.3519454960719864,0.18015780607913712,70.59110092557434
12,13.0,187.2,0.0022815379695773075,-0.35935996915057444,0.3593672116977402,0.18466442221011903,70.4109431194952
13,13.0,187.2,0.00284288125036653,-0.3699209151753073,0.3699318389351484,0.18939002213875256,70.22627869728508
14,13.0,187.2,0.003696177632728226,-0.3820996979517921,0.38211757471221264,0.19640961702003779,70.03688867514633
15,13.0,187.2,0.0045105966020644065,-0.3977294791246311,0.39775505533739847,0.2040542380948409,69.84047905812629
16,13.0,187.2,0.004918398544900623,-0.41526985500803076,0.4152989804016347,0.21312670002893697,69.63642482003145
17,13.0,187.2,0.006592088093364534,-0.43601675752917624,0.43606658719934865,0.22312487351300092,69.42329812000251
18,13.0,187.2,0.007428940597574597,-0.4594396343849417,0.4594996918412146,0.2365417736476445,69.20017324648951
19,13.0,187.2,0.007749970568571192,-0.486840185041586,0.4869018667197112,0.24932211493285195,68.96363147284187
20,13.0,187.2,0.008975760720786452,-0.5178852193917667,0.5179629955363367,0.2640287539599626,68.71430935790902
21,13.0,187.2,0.008660067499917101,-0.5503071225650746,0.5503752591777316,0.28298793387034493,68.45028060394905
22,13.0,187.2,0.009432104505744967,-0.5893841482875403,0.5894596159602764,0.30027351924644563,68.16729267007871
23,13.0,187.2,0.011814367022288776,-0.6301048710867089,0.6302156201137317,0.3221939267378957,67.86701915083226
24,13.0,187.2,0.013406074276931385,-0.6752443463915592,0.6753774131263812,0.3451254173059226,67.54482522409437
25,13.0,187.2,0.015047072814103104,-0.724081193902952,0.7242375230297015,0.3709237868205264,67.19969980678844
26,13.0,187.2,0.016249339936643126,-0.7792715018359142,0.7794408987357399,0.4004141158593484,66.82877601996792
27,13.0,187.2,0.015832962846387827,-0.8400403874682127,0.8401895829455636,0.4311648406759332,66.42836190410857
28,13.0,187.2,0.01944474920560721,-0.9091702159458692,0.9093781280824427,0.4636978702807255,65.99719706343264
29,13.0,187.2,0.01997294178122111,-0.9815932350159451,0.9817964134343048,0.5063295940930175,65.53349919315191
30,13.0,187.2,0.021646874535966542,-1.0665826513483003,1.0668022962734687,0.5437256433231141,65.0271695990589
31,13.0,187.2,0.027137344952758435,-1.153992323269093,1.1543113607926951,0.5938757101174588,64.48344395573578
32,13.0,187.2,0.03139427866013272,-1.2574327450974714,1.2578245939621122,0.644154607785083,63.88956824561832
33,13.0,187.2,0.03242423402009198,-1.3678915031326724,1.368275738034681,0.702491490593161,63.24541363783324
34,13.0,187.2,0.038161149415419766,-1.4938813947617604,1.4943687279048798,0.7653749958603555,62.54292214724008
35,13.0,187.2,0.04264959365206894,-1.6352544554993287,1.635810539784205,0.8385830572195232,61.77754715137972
36,13.0,187.2,0.04826592569101704,-1.7926691228015266,1.7933187623589972,0.9194255275338037,60.9389640941602
37,13.0,187.2,0.055296189910248976,-1.972259722341283,1.973034738920809,1.0121205541773861,60.019538566626395
38,13.0,187.2,0.06176297642010379,-2.178594142400772,2.1794694543762767,1.1184365821820847,59.00741801244901
39,13.0,187.2,0.07472642992937979,-2.432428478959642,2.4335760404359483,1.2356151185031194,57.888981430266924
40,13.0,187.2,0.07804093213441221,-2.709907485652843,2.7110309787764733,1.3978650929281002,56.653366311763804
41,13.0,187.2,0.0921618200192259,-3.072006110658453,3.0733882515868594,1.5569060541564568,55.255501218835704
42,13.0,187.2,0.132312622913781,-3.5014711649305643,3.5039701695394796,1.7834874615877538,53.69859516467925
43,13.0,187.2,0.18217505089874553,-4.0734654878029835,4.077537103386303,2.0696784199377305,51.91510770309149
44,13.0,187.2,0.23467462594251853,-4.821884809806236,4.827592080851631,2.4620958295354853,49.84542928315376
45,13.0,187.2,0.39480173082166276,-5.978551698234489,5.991573150277168,3.048808000729224,47.38333345361828
46,13.0,187.2,0.7792533740142624,-8.06496381862943,8.102522892082096,4.131018363700207,44.334525452889054
47,12.691650208519409,167.9589730116111,11.599833563736984,-3.729050460925441,12.18449654464752,-8.526512829121202e-14,30.828446631105436
48,12.524970358638996,157.5581503790733,7.747616999484891,-1.1706230996250588,7.835555348032648,1.4210854715202004e-13,30.82844663110552
49,12.394421835218557,149.41192251763795,6.481598946224428,-0.5063958836133323,6.501350758929881,-5.684341886080802e-14,30.82844663110538
50,12.283218945522425,142.47286220059928,5.729685010127182,-0.2831291230404411,5.736676077275915,5.684341886080802e-14,30.828446631105436
