node_id,head,u,v_x,v_y,v_mag,q,phi
1,54.666773018596125,-582.3933636396018,0.0,0.0,0.0,1.1773382390531171e-18,-3.760184910550175
2,60.38397502638936,-1473.639958353304,0.0,0.0,0.0,-7.816465724432033e-19,-3.760184910550175
3,79.63465680096009,-272.39741562009056,0.0,0.0,0.0,-2.820178424881054e-15,-3.76018491055018
4,80.0,998.4,0.0,0.0,0.0,0.7562597789905521,-3.1924523174402957
5,40.0,0.0,0.0,0.0,0.0,-2.286285993969021,-0.05982391302005023
6,80.0,2496.0,0.0,0.0,0.0,0.48581112542365923,-0.5291861097916917
7,40.0,0.0,0.0,0.0,0.0,-0.00026439583789011705,7.21516867533246e-16
8,80.0,4992.0,0.0,0.0,0.0,0.006258208542516888,-0.006258208542400548
9,45.8325036146999,2859.948225557274,0.0,0.0,0.0,3.686706155654878e-17,4.933065107917317e-16
10,40.13984806230593,2504.7265190878898,0.0,0.0,0.0,4.641235805250687e-17,5.929322937507972e-16
11,56.62887971622746,-771.9579057066439,0.0,0.0,0.0,5.282568563859949e-20,-3.760184910550175
12,58.309665540153354,-979.0768702939234,0.0,0.0,0.0,2.879894536029117e-19,-3.760184910550175
13,59.57205713098594,-1212.303635027241,0.0,0.0,0.0,-6.204828789305838e-19,-3.760184910550175
14,61.44633688640294,-1407.3485782884566,0.0,0.0,0.0,8.146322346926783e-20,-3.760184910550175
15,62.771071585227745,-1324.6851330817888,0.0,0.0,0.0,-1.6415128566319105e-19,-3.760184910550175
16,64.20370724449582,-1235.288667943461,0.0,0.0,0.0,-1.1268418219184772e-18,-3.760184910550175
17,65.69587671354566,-1142.1772930747509,0.0,0.0,0.0,-2.650618823557719e-19,-3.760184910550175
18,67.22955422100053,-1046.4758166095671,0.0,0.0,0.0,4.987662352854221e-19,-3.760184910550175
19,68.83169317349027,-946.5023459742074,0.0,0.0,0.0,1.2755313294422795e-20,-3.760184910550175
20,70.36525134372303,-850.8083161516828,0.0,0.0,0.0,2.205099960780965e-18,-3.760184910550175
21,71.54155972082393,-777.406673420587,0.0,0.0,0.0,-2.0829798068720948e-19,-3.760184910550175
22,72.70600444837928,-704.7453224211332,0.0,0.0,0.0,1.4567788232714013e-19,-3.760184910550175
23,73.96376095796246,-626.2613162231422,0.0,0.0,0.0,2.3470733098123332e-18,-3.760184910550175
24,75.32204546879976,-541.5043627468951,0.0,0.0,0.0,-1.7310440767450032e-18,-3.760184910550175
25,76.75110209289396,-452.33122940341696,0.0,0.0,0.0,-8.397077477741769e-17,-3.760184910550175
26,77.50769669094666,-405.11972648492844,0.0,0.0,0.0,-2.2646602622152653e-15,-3.760184910550175
27,79.36529259252575,-289.20574222639334,0.0,0.0,0.0,-2.5414962688555362e-15,-3.7601849105501772
28,80.0,374.4,0.0,0.0,0.0,0.567732593109887,-3.7601849105501826
29,56.605116221228116,-461.44074779536555,0.0,0.0,0.0,7.776704667313901e-20,-3.7601023163524183
30,58.687391403341664,-331.50677643148015,0.0,0.0,0.0,2.2710726432260226e-15,-3.760065493722022
31,60.23991817787551,-234.6291057005682,0.0,0.0,0.0,-6.6029354057839384e-15,-3.760035371835343
32,61.8735809627998,-132.6885479212925,0.0,0.0,0.0,3.3703863456744263e-14,-3.7600303468924015
33,63.146773984948126,-53.24130333923692,0.0,0.0,0.0,-6.339317583665301e-15,-3.7600355325419366
34,64.60981923643311,38.05272035342614,0.0,0.0,0.0,-9.879857754428977e-15,-3.76002909825793
35,66.13169563846785,133.0178078403936,0.0,0.0,0.0,1.2283300627497626e-14,-3.760013509127685
36,67.7146530254832,231.79434879015176,0.0,0.0,0.0,4.7064280768220874e-14,-3.7599644539250163
37,69.04761923994336,314.97144057246555,0.0,0.0,0.0,3.5904619283493826e-14,-3.759937812332144
38,70.36287185645584,397.0432038428444,0.0,0.0,0.0,-4.673225411523158e-15,-3.6096322034807646
39,71.61460384954414,475.15128021155425,0.0,0.0,0.0,-4.965952162108307e-14,-3.262648469172695
40,72.83991573164279,551.6107416545101,0.0,0.0,0.0,5.0059525568664666e-14,-3.175129029874472
41,74.07994093270882,628.9883142010306,0.0,0.0,0.0,-1.0184819066257829e-14,-3.150174088983739
42,75.33602056703596,707.3676833830439,0.0,0.0,0.0,6.142497670845146e-14,-3.1509840672594223
43,76.55282456657982,783.2962529545805,0.0,0.0,0.0,7.251251706691723e-15,-3.1564738878584673
44,77.71223978497655,855.6437625825365,0.0,0.0,0.0,2.0152768989174267e-14,-3.1844522275503153
45,78.86126614555624,927.3430074827096,0.0,0.0,0.0,2.2814857369703736e-14,-3.1981082755352945
46,52.41645484854792,-348.41321745124503,0.0,0.0,0.0,-1.4002478581188134e-14,-3.760184910550161
47,49.2116534723749,-173.99282332524598,0.0,0.0,0.0,9.326122265212487e-15,-3.76018491055017
48,46.00000000000203,0.0,0.0,0.0,0.0,-1.4140750035610987,-2.3461099069890716
49,80.0,1497.6,0.0,0.0,0.0,0.9495637901440707,-2.4361925384497436
50,80.0,1996.8,0.0,0.0,0.0,0.9574426385139814,-1.486628748305673
51,46.614146987162925,412.72277199896655,0.0,0.0,0.0,-1.97003783635054e-14,-0.09088580257316668
52,50.3955344378419,648.6813489213347,0.0,0.0,0.0,3.100827548387731e-15,-0.10330474635206462
53,53.170087148911,821.8134380920465,0.0,0.0,0.0,3.140394977877425e-16,-0.09799232374306878
54,55.62009792753678,974.6941106782953,0.0,0.0,0.0,1.3346738670105242e-14,-0.09322251992664181
55,57.80479584556755,1111.0192607634149,0.0,0.0,0.0,-1.4158173976399877e-14,-0.08798864842428332
56,59.69726565201219,1229.1093766855606,0.0,0.0,0.0,8.59596524003077e-15,-0.08219255322866313
57,61.400317825284105,1335.3798322977282,0.0,0.0,0.0,-3.1879656762217915e-14,-0.07658780929056572
58,62.98758862514,1434.4255302087358,0.0,0.0,0.0,-6.875636006147674e-15,-0.0718686187841283
