# units: Imperial
node_id,head,u,v_x,v_y,v_mag,i_x,i_y,i_mag,q,phi
1,10.0,624.0,0.0031373326059735973,-0.002352999454416249,0.003921665757428627,5.602379653524281e-05,-0.00013072219191201384,0.00014222150764389913,0.0005132179932481051,3.765250165526154
2,8.735289460037094,-578.1179376936852,0.04127705935859888,0.019291226075112463,0.04556256174508183,0.07370903456892657,0.10717347819506924,0.13007373372634534,2.7755575615628914e-16,13.539452957814612
3,7.5283194643893845,-903.0328654221024,0.041470595980898146,0.009318928939044088,0.04250473817801774,0.07405463568017526,0.05177182743913381,0.09035713132957982,1.1102230246251565e-16,13.542697672731055
4,6.812565487177469,-947.6959136001259,0.040085393549174266,-0.008783031798029235,0.041036330532314584,0.07158105990923976,-0.048794621100162416,0.08663003628094927,3.3306690738754696e-16,13.540437574730719
5,2.0,0.0,5.2959208473849415,0.964293687492259,5.382995442827706,0.09457001513187396,0.053571871527347714,0.10868961855202877,-7.220479049292731,8.542391415211394
6,2.0,124.8,0.1213890611938595,0.09754478131650224,0.1557250414660751,0.0021676618070332054,0.005419154517583458,0.005836608038502813,-0.045466706402848445,3.893258341238096
7,4.3251519769027835,269.8894833587337,1.5298454512449908,-0.07637075651993562,1.5317505009453782,0.12324647928029149,0.011482299932128792,0.12378019981692825,8.881784197001252e-15,4.3558295200087205
8,6.4280573408637,-722.0892219301052,0.06160623749359161,-0.026661287995457267,0.06712788374210472,0.17965658681293148,-0.20911327454608927,0.2756897727095811,7.8236028766554e-16,13.321768607540763
9,7.9151465029189225,-629.2948582178592,0.06093276541003942,0.025011523275449882,0.06586636620516778,0.1844886215391047,0.2122375897968998,0.2812131682553221,9.159339953157541e-16,13.3233324623781
10,9.433684593368604,588.6619186262009,1.0053787605196822,0.015239790605157654,1.005494258224174,0.08358870295763114,-0.013990570884594877,0.08475144444678195,-4.1744385725905886e-14,4.152509141655531
11,10.0,600.6000000000363,0.008739618737287458,-0.0038526209808615874,0.009551105909543717,0.0001560646203087046,-0.00021403449893675486,0.00026489041592176913,0.00694965239304679,3.7680465557942027
12,10.0,577.2000000000768,0.019978103545676973,-0.00983020610172014,0.022265614145675093,0.00035675184902994594,-0.0005461225612066745,0.000652320269227642,0.02042751429468126,3.776844030555854
